institution_name,institution_type,province,city,street,postal_code,phone,email,website,program_categories,is_public,directory_id,created_at,source
Delmar College,college,AB,Calgary,Suite 200 8th Floor 1520 4th Street SW,T2R 1H5,(403) 264-8055,AlisonC@delmarcollege.com; JeanetteL@delmarcollege.com,https://delmarcollege.com/,"Education, Healthcare, IT, Childcare, Beauty",True,3e6aeb3a-e8e7-4208-a8ee-8b256e5944f5,2026-01-10T13:15:04.286021+00:00,excel_import
Donovan'S Driver Education Ltd.,training_provider,AB,Edmonton,12827 - 56 Street,T5A 0C9,(780) 473-4347,info@mapletrucktraining.com,https://www.donovansdrivereducation.com/,"Education, IT, Logistics",True,5f49f446-a3e1-45cc-8c52-127278e6d703,2026-01-10T13:15:04.286446+00:00,excel_import
Punjab Driving Academy & Globe Driving Academy,training_provider,AB,Calgary,9777 Enterprise Way SE,T3S 0A1,(403) 903-8200,punjabdrivingacademy@gmail.com,http://www.punjabdrivingacademy.ca/,"Education, IT, Logistics",True,9b18a3c9-0048-41e6-bcf8-1d0d3e114ca6,2026-01-10T13:15:04.286980+00:00,excel_import
Drivers Edge Inc.,training_provider,AB,Medicine Hat,113-1201 Kingsway Avenue SE,T1A 2Y2,(403) 526-9505,MedicineHat@DriversEDgeInc.com; Lethbridge@DriversEDgeInc.com,http://www.driversedgeinc.com/,"Education, IT, Logistics",True,5dc95360-7188-4ca1-b35c-6fe78ced7328,2026-01-10T13:15:04.287429+00:00,excel_import
Ecole Holt Couture School Of Sewing And Design,training_provider,AB,Calgary,2227-20th Avenue SW,T2T 0M4,(403) 244-5460,,http://www.ecoleholtcouture.com/,"Education, Business, IT, Childcare",True,a13cae9f-e89e-4ea7-9752-221fbc8992dd,2026-01-10T13:15:04.287881+00:00,excel_import
Edmonton Flying Club,training_provider,AB,Spruce Grove,52111 Range Road 270 #5,T7X 3L7,(780) 800-9639,,http://www.flyefc.ca/,"Education, Healthcare, IT",True,fcb00cba-8b53-438b-bb8a-8741d8a9fbd0,2026-01-10T13:15:04.315280+00:00,excel_import
Edmonton Pipe Trades College,college,AB,Edmonton,16120-118 Ave,T5V 1C6,(780) 488-1266,,http://albertapipetrades.ca/,,True,e86d8b1a-2046-437f-b8a8-21542e7ee79e,2026-01-10T13:15:04.315889+00:00,excel_import
Edmonton School Of Hypnotherapy,training_provider,AB,Onoway,RR3 Site 303 Comp 53,T0E 1V0,(800) 330-5999,,http://www.htialberta.com/program.html,,True,1b31ce41-bca4-4bfe-b361-e60bd6fe5fcd,2026-01-10T13:15:04.316422+00:00,excel_import
Edmonton Truck Training,training_provider,AB,Edmonton,7310 18 Street NW,T6P 1N8,(780) 893-9393,filler@godaddy.com,http://www.edmontontrucktraining.com/,"Education, Business, IT, Logistics",True,04fc3708-4d79-41b1-b248-e245c69f8637,2026-01-10T13:15:04.316968+00:00,excel_import
Elevation Helicopters Ltd.,training_provider,AB,Grande Prairie,11010 Airport Drive #101C,T8V 7Z5,(780) 933-3841,mark@elevationheli.ca,http://elevationheli.ca/,"Education, IT, Arts",True,b7eba7d6-5cdd-41a4-9e26-5b94e5363f48,2026-01-10T13:15:04.317480+00:00,excel_import
Elmar Samuel Paralegal Academy Inc.,training_provider,AB,Sherwood Park,15-2016 Sherwood Drive,T8A 3X3,(780) 416-8822,info@esacanada.com,http://www.esacanada.com/,"Education, Healthcare, IT",True,a175ba69-0f83-45d4-b8ef-bbb3942e1151,2026-01-10T13:15:04.318019+00:00,excel_import
Emergency Services Academy Ltd.,training_provider,AB,Sherwood Park,161 Broadway Boulevard 2nd Floor,T8H 2A8,(780) 416-8822,info@esacanada.com,http://www.esacanada.com/,"Education, Healthcare, IT",True,8be9ffe6-3c56-49f6-ad76-5ef2aec31240,2026-01-10T13:15:04.318549+00:00,excel_import
Energy Safety Canada,training_provider,AB,Calgary,5055 - 11 Street North East,T2E 8N4,(800) 667-5557,,http://www.energysafetycanada.com/,"Education, Healthcare, Community, Business, IT",True,512a9a96-7dab-42f0-99ca-7e306850213e,2026-01-10T13:15:04.319063+00:00,excel_import
Environmental Careers Organization Of Canada,training_provider,AB,Calgary,400 - 105 12 Avenue SE,T2G 1A1,(403) 233-0748,,http://www.eco.ca/,"Education, Business, IT, Environment",True,5bc9c6c7-054f-4ad9-a66b-1d0f6e4d85a0,2026-01-10T13:15:04.319570+00:00,excel_import
Est-Elle Academy Of Hair Design Ltd.,training_provider,AB,Edmonton,8004 Gateway Blvd,T6E 6A2,(780) 432-7577,,http://www.est-elle.ab.ca/,"Education, IT, Beauty, Arts",True,d6dc2f68-b590-40ea-b23d-4b98a7b0bc12,2026-01-10T13:15:04.320084+00:00,excel_import
First Aid & Safety Training Services Inc.,training_provider,AB,Edmonton,163 Street Suite 11232,T5M 1Y6,(780) 448-9624,,http://www.safetyclass.ca/,"Education, Business, IT",True,2d0d53ec-00ce-44b6-b8bc-a1c6666e8eab,2026-01-10T13:15:04.320604+00:00,excel_import
First Choice Accounting And Tax Inc.,training_provider,AB,Calgary,66 Sherwood Common NW,T3R 1P8,(403) 703-7023,contact@firstchoiceactax.com,http://www.firstchoiceactax.com/,"Education, Business, IT",True,2f254e1e-87e2-4f15-bc7a-d4bc08d90b06,2026-01-10T13:15:04.321127+00:00,excel_import
Fleet Safety International Corp.,training_provider,AB,Calgary,4999 43rd Street SE,T2B 3N4,(403) 283-0077,sales@fleetsafetyinternational.com,https://www.fleetsafetyinternational.com/,"Education, Healthcare, Business, IT, Logistics, Environment",True,8f863711-d54c-4660-b450-0d0e4b3052f0,2026-01-10T13:15:04.321644+00:00,excel_import
Foundation Of Administrative Justice,training_provider,AB,Edmonton,3438-78 Avenue,T6B 2X9,(780) 466-0501,,http://foaj.ca/,"Education, Business, IT, Legal",True,5bb78ef9-745f-4498-ba11-c568187591dc,2026-01-10T13:15:04.322182+00:00,excel_import
Frank Driving School Ltd.,training_provider,AB,Chestermere,11500 2nd Avenue  Northeast,T1X 0M7,(403) 975-0308,info@frankdrivingschool.com,http://www.frankdrivingschool.com/,"Education, IT, Logistics",True,511cde13-1249-4411-ac3c-21e65b0970fa,2026-01-10T13:15:04.322701+00:00,excel_import
Freedom Air Services & Training Ltd.,training_provider,AB,Sherwood Park,51401 Range Road 221,T8E 1H1,(780) 964-3212,,http://www.freedomair.ca/,"Education, IT",True,551644df-0b12-456a-a5dd-5442937a6fd8,2026-01-10T13:15:04.323217+00:00,excel_import
Gateway Safety Services Ltd.,training_provider,AB,Lethbridge,3804 18th Avenue N,T1H 6L2,(403) 328-8496,info@gatewaysafety.ca,http://www.gatewaysafety.ca/,"Education, IT, Logistics",True,6733701c-9f83-47b5-9f53-52fdb8ad50c6,2026-01-10T13:15:04.323733+00:00,excel_import
Gennaro Transport Training,training_provider,AB,Edmonton,15430-131 Avenue NW,T5A 0A1,(780) 451-0111,info@gennaro.ca,https://www.gennaro.ca/,"Education, Healthcare, IT, Logistics",True,dfe94374-3d87-45a8-978d-b99f4ce230e6,2026-01-10T13:15:04.324382+00:00,excel_import
Global Innovative Campus Inc.,training_provider,AB,Edmonton,17818 107 Avenue NW,T5S 1J1,(780) 328-2580,,http://www.gic-edu.com/,"Education, IT",True,550ec007-a16f-4b6a-bbd0-b6e4e6d6729c,2026-01-10T13:15:04.324964+00:00,excel_import
Global Tesol College Corp,college,AB,Edmonton,Suite 126 10654 - 82 Avenue NW,T6E 2A7,(780) 438-5704,academic@globaltesol.com; info@globaltesol.com,https://globaltesol.com/contact/,"Education, Arts",True,ca48cdac-52ff-4d10-b862-48a651138c46,2026-01-10T13:15:04.325508+00:00,excel_import
Grb College Of Welding,college,AB,Edmonton,9712 54th Avenue,T6E 0A9,(780) 451-5992 ext. 248,womenscommittee146@boilermakers.ca,http://www.boilermakers.ca/,"Education, Trades, IT, Arts",True,3cc00075-a870-4896-8748-eeb0c9494af4,2026-01-10T13:15:04.326086+00:00,excel_import
Heritage Agricultural Society,training_provider,AB,Stony Plain,5411-51 Street Box 2188,T7Z 1T3,(780) 960-4600,info@SpruceGroveAgSociety.com,https://sprucegroveagsociety.com/the-site,,True,d3b117e8-683f-462f-9e00-20803b677a14,2026-01-10T13:15:04.326598+00:00,excel_import
Hitek Computer School,training_provider,AB,High Level,10325 Bonaventure Dr SE #104,T0H 1Z0,(604) 617-0065,info@hitekschool.com,http://hitekschool.com/,"Education, IT, Childcare",True,75abd418-7d99-43f8-b240-ea5fc0dfe284,2026-01-10T13:15:04.327123+00:00,excel_import
Home Church,training_provider,AB,RED DEER,37557 Highway 2A,T4E 1S2,(403) 343-6570,,http://myhomechurch.ca/,,True,38b75a81-30cd-45cb-9fe0-1273e1d185ee,2026-01-10T13:15:04.327625+00:00,excel_import
Hse International Group Limited,training_provider,AB,Edmonton,10665 Jasper Avenue NW 14th Floor,T5J 3S9,,,,,True,e078cd8d-2e94-4a4e-b801-4262088c382b,2026-01-10T13:15:04.328141+00:00,excel_import
Idrive Alberta Driver Education Inc.,training_provider,AB,Calgary,59 Silverado Ridge Crescent SW,T2X 0J8,(587) 471-7976,info@idrivealberta.ca,http://www.idrivealberta.ca/,"Education, IT, Logistics",True,35208257-0408-4bc5-9210-895ae3eea345,2026-01-10T13:15:04.328848+00:00,excel_import
International Academy Of Esthetics,training_provider,AB,Sherwood Park,150 Chippewa Road #122,T8A 6A2,(780) 449-1225,,http://www.iaesthetics.com/,"Education, Healthcare, IT, Beauty",True,9da8b8f3-6c7c-48e8-8495-ab80dbaf12cf,2026-01-10T13:15:04.329457+00:00,excel_import
International College Of Business And Technology,college,AB,Calgary,Unit 1219 3730 108 AVE NE,T3N 1V9,,,,,True,00258e0c-9e92-4c23-a6bb-bd7911877919,2026-01-10T13:15:04.330014+00:00,excel_import
Jonas Driving School Inc.,training_provider,AB,Calgary,203 3509 17 Avenue SE,T2A 0R6,(587) 891-7715,jonasdrivingschool@gmail.com,http://www.jonasdrivingschool.com/,"Education, Healthcare, IT, Logistics",True,ec8b8a11-6c01-4a7f-a35f-2c0773ca544d,2026-01-10T13:15:04.330537+00:00,excel_import
Justisse College International,college,AB,Edmonton,201-8135  102 Street,T6E 4A4,(866) 534-7218,,http://www.norquest.ca/,Education,True,83065a06-2baa-4361-9e74-16fa176728df,2026-01-10T13:15:04.331067+00:00,excel_import
Nailbasics,training_provider,AB,Edmonton,9861 - 62 Avenue NW,T6E 0E4,(780) 490-6720,information@nailbasics.ca,http://www.nailbasics.ca/,"Education, Community, IT, Beauty, Arts",True,0fb75c8d-1cc5-4612-9f17-80c6238a6f7e,2026-01-10T13:15:04.331610+00:00,excel_import
Signature Nail Design,training_provider,AB,Lloydminster,105 5101- 48 Street,T9V 0H9,(780) 875-1448,,,,True,ab0190fe-6b1a-4bdc-adfd-2b24e2039093,2026-01-10T13:15:04.332135+00:00,excel_import
Kdm Dental College International Inc.,college,AB,Calgary,520-940 6th Avenue South West,T2P 3T1,(403) 264-2744,,https://kdmdental.com/,"Healthcare, IT, Dental",True,8d1d31ea-001a-4bf1-a95e-f270e01604b9,2026-01-10T13:15:04.332668+00:00,excel_import
Keyboard Academy Of Music,training_provider,AB,Calgary,8411 B Elbow Drive SW,T2V 1K8,(403) 255-0010,kaom2@shaw.ca,http://www.keyboardacademy.ca/,"IT, Arts",True,50328f6c-3c34-4f96-99d8-be10020d90fa,2026-01-10T13:15:04.333196+00:00,excel_import
Keyboard Academy Of Music,training_provider,AB,Calgary,203-4803 Centre Street North,T2E 2Z6,(403) 255-0010,kaom2@shaw.ca,http://www.keyboardacademy.ca/,"IT, Arts",True,b8b754d4-5d49-4187-a9c9-c15a82349d31,2026-01-10T13:15:04.333714+00:00,excel_import
Ctr Driving School,training_provider,AB,Calgary,311 32 Westwinds Cres NE,T3J 5H2,(403) 612-0040,admin@peopledriving.ca,https://www.peopledriving.ca/,"Education, Healthcare, IT, Logistics",True,0f55dfe4-d96b-4a4a-99b8-0e71e860d31c,2026-01-10T13:15:04.334220+00:00,excel_import
Lokken College - Edmonton,college,AB,Edmonton,1710 - 10025 - 102A Ave  NW,T5J 2Z2,(780) 424-3700,,http://www.lokken.com/,IT,True,e2bc72bb-59d5-4dd6-8a09-2e4b57e9a513,2026-01-10T13:15:04.334729+00:00,excel_import
Lynks-Harvest Sky Services And Supports Society,training_provider,AB,Hanna,401 Centre Street,T0J 1P0,(403) 854-2099,connect@lynkscommunity.com,http://www.lynkscommunity.com/,"Education, Community",True,b2e3693f-5e69-44b0-86ef-f5bf13288469,2026-01-10T13:15:04.335249+00:00,excel_import
Makami College Inc.,college,AB,Calgary,Unit 1600 3800 Memorial Dr. NE,T2A 2K2,(403) 474-0772,,https://makamicollege.com/campuses/calgary-marlborough/?utm_source=google&utm_medium=Organic&utm_campaign=business_profile_calgary_NE,,True,a3aa90a1-01d9-41fb-9d34-c23686f8ecc5,2026-01-10T13:15:04.335783+00:00,excel_import
Mandorla Yoga Institute,training_provider,AB,Calgary,2848 63 Avenue SW,T3E 5J9,(587) 500-2848,info@mandorlayoga.com,https://www.mandorlayoga.com/,"Education, Healthcare, Business, IT",True,7ae2f48e-8241-484b-99ec-f403dc5f23ee,2026-01-10T13:15:04.336293+00:00,excel_import
Mann Driving School Ltd.,training_provider,AB,Edmonton,803-70 Avenue,T6OP 0C,(780) 965-5512,info@manndrivingschool.ca,https://manndrivingschool.ca/,"Education, Healthcare, IT, Logistics",True,0985d64d-3718-49a8-b90e-0f8f97011da9,2026-01-10T13:15:04.336851+00:00,excel_import
Mc College - Edmonton,college,AB,Edmonton,10018-106th Street,T5J 1G1,(780) 429-4407,,https://www.mccollege.ca/campus/edmonton/,"Education, Trades, IT, Beauty",True,7cabb69d-c8e3-47af-a145-1a833bb0f6ea,2026-01-10T13:15:04.337383+00:00,excel_import
Mcmurray Aviation,training_provider,AB,Fort McMurray,Building 531 Snow Eagle Drive,T9H 0H8,(780) 791-2182,info@mcmurrayaviation.com,https://www.mcmurrayaviation.com/,"Education, Business, IT, Arts",True,af79b2b2-2f23-4ce9-8f5c-be738014eb3c,2026-01-10T13:15:04.337928+00:00,excel_import
Medical Reception College Ltd,college,AB,Calgary,210-840 7 Avenue SW,T2P 3G2,(403) 400-0999,,http://www.medicalreceptioncollege1ltd.com/,"Education, Healthcare, Business, IT, Childcare",True,e772698a-13bc-456c-a8bc-c02063a7d68f,2026-01-10T13:15:04.338449+00:00,excel_import
Mennonite Centre For Newcomers - Edmonton,training_provider,AB,Edmonton,10170-112 Street NW,T5K 2L6,(780) 424-7709,info@newcomercentre.com,https://newcomercentre.com/,"Education, Healthcare, IT",True,9828674c-f055-4aea-a6cc-9d025820918c,2026-01-10T13:15:04.339107+00:00,excel_import
Metropolitan School Of Bartending Inc.,training_provider,AB,Calgary,606-608 9 Street SW,T2P 2B2,(403) 401-0499,info@CalgaryBartending.com,https://metropolitanschoolofbartending.com/,"Education, Community, IT, Culinary, Arts",True,cb942355-2173-493f-8dd9-b509150ad970,2026-01-10T13:15:04.339644+00:00,excel_import
Millwoods Driving School Ltd.,training_provider,AB,Edmonton,205-3473 93 Street NW,T6E 6A4,(780) 450-6423,info@millwoodsdrivingschool.com,https://millwoodsdrivingschool.com/,"Education, IT, Logistics",True,6e57cb1e-b465-4df2-b387-498fc32fda0c,2026-01-10T13:15:04.340165+00:00,excel_import
Momentum Community Economic Development Society,training_provider,AB,Calgary,16 - 2936 Radcliffe Drive SE,T2A 6M8,(403) 272-9323,,http://www.momentum.org/,"Education, Healthcare, Business, IT",True,c38dada8-4cd2-4a57-ab19-7a155bf2ea0d,2026-01-10T13:15:04.340815+00:00,excel_import
Motology School Inc. - 46 Avenue,training_provider,AB,Calgary,4770-46 Avenue SE,T3J 5L3,,,,,True,ff8acef2-b0c2-44c7-8ac2-7ed3f9e46c52,2026-01-10T13:15:04.341794+00:00,excel_import
Motology School Inc. - Meridian Rd.,training_provider,AB,Calgary,1020 Meridian Road NE,T2A 2N8,,,,,True,29361c3b-c8b6-41d4-b16f-f3e53126ae85,2026-01-10T13:15:04.342618+00:00,excel_import
Motology School Inc. - Signal Ridge Court,training_provider,AB,Calgary,12 Signal Ridge Crt SW,T3H 2J7,,,,,True,6168a18e-cfeb-4d11-96bc-7f2f98fb0390,2026-01-10T13:15:04.343459+00:00,excel_import
Mountain View Helicopters,training_provider,AB,Calgary,402A Otter Bay,T3Z 3S6,(403) 286-7186,info@mvheli.com; fly@mvheli.com,http://www.mvheli.com/,"Education, IT",True,5d61eae1-e2fb-4d88-a6f9-bd820411fd8f,2026-01-10T13:15:04.344315+00:00,excel_import
Mtg Healthcare Academy Ltd.,training_provider,AB,Calgary,100 1324-36 Avenue NE,T2E 8S1,(403) 264-2009,,http://www.mtghealthcare.com/,"Education, Healthcare, IT, Beauty, Arts",True,15d39cc8-3aff-483c-a613-b687bc32d474,2026-01-10T13:15:04.345099+00:00,excel_import
Nanak Driving School Ltd.,training_provider,AB,Edmonton,6605 34 Street NW,T6B 2V8,,,http://nanakdrivingschool.com/,,True,d1693514-3455-4e80-ba31-78a00ec374ee,2026-01-10T13:15:04.345678+00:00,excel_import
National Institute Of Wellness & Esthetics Inc.,training_provider,AB,Calgary,200-2748 37th Avenue NE,T1Y 5L3,(403) 387-0003,info@advanceinstitute.ca; avleen.skincare@gmail.com,http://www.advanceinstitute.ca/,"Education, Healthcare, Business, IT, Beauty, Arts",True,a3f1df8a-f5bb-497e-988d-58c7fc9cb737,2026-01-10T13:15:04.346224+00:00,excel_import
National Truck Training Centre Inc.,training_provider,AB,Edmonton,3530 78 Ave NW,T6B 2X9,(780) 528-9697,truenorthtrucktraining@outlook.com,https://truenorthtrucktraining.ca/,"Education, IT, Logistics",True,a1afa8c9-3b7c-4bd4-b99c-b793eb852caf,2026-01-10T13:15:04.346847+00:00,excel_import
Nightingale Academy Of Health Services Inc.,training_provider,AB,Edmonton,13525 - 102nd Street,T5E 4K3,(780) 991-5267,,http://www.nightingaleacademy.com/,"Education, Healthcare, IT, Arts",True,579aa779-cbb7-478e-9355-8b3191f12757,2026-01-10T13:15:04.347741+00:00,excel_import
Northern Lights Driver Training Ltd.,training_provider,AB,St. Albert,200-200 Carnegie Drive,T8N 5A7,(780) 458-7288,,http://fun2drive.net/,"Education, Healthcare, Business, IT, Logistics",True,83227abd-b504-4b09-af6f-7bb3a910c4b7,2026-01-10T13:15:04.348572+00:00,excel_import
Northern Resource Trucking,training_provider,AB,Sherwood Park,70-51401 Range Road 221,T8E 1H1,(306) 933-3010,,http://www.nrtlp.com/,"Education, IT, Logistics",True,36b699dc-16b3-4a22-908e-b39cb495e098,2026-01-10T13:15:04.349402+00:00,excel_import
One 2 One Driving School,training_provider,AB,Chestermere,594 Marina Drive,T1X 0N9,(403) 402-0498,,https://www.121driving.com/,,True,1628186f-61fb-41e2-9bfa-c4a5e6674179,2026-01-10T13:15:04.350223+00:00,excel_import
Online Counselling College Inc.,college,AB,Calgary,5620 Thorncliffe Dr. NW,T2K 2Z6,(833) 827-4229,contactus@calgarycounselling.com,http://calgarycounselling.com/,"Education, Healthcare, IT",True,df612c8f-8b5a-4fde-bf75-37da31e238bb,2026-01-10T13:15:04.351055+00:00,excel_import
Option Learn,training_provider,AB,Morinville,10008 103 Street,T8R 1R7,(780) 939-4341,learningcentres@sturgeon.ab.ca,https://www.sturgeonlearning.ca/,"Education, IT, Childcare, Environment",True,6d618fe1-b433-4b0e-a7c6-a8f058517ce1,2026-01-10T13:15:04.351888+00:00,excel_import
People Driving Academy Inc.,training_provider,AB,Calgary,Unit 6190 5850  88 Ave NE,T3J 0J2,(403) 612-0040,admin@peopledriving.ca,https://www.peopledriving.ca/,"Education, Healthcare, IT, Logistics",True,1322cf9a-fd94-489c-abed-aa0621049ec6,2026-01-10T13:15:04.352719+00:00,excel_import
Pixel Blue College,college,AB,Edmonton,2001-8215 112 Street,T6G 2C8,(780) 756-3990,info@pixelblue.ca,https://pixelblue.ca/,"Healthcare, IT, Arts",True,571fec1b-232d-4810-aca8-394344e8a36e,2026-01-10T13:15:04.353530+00:00,excel_import
Power Engineering 101 Ltd.,training_provider,AB,Fairview,Box 245,T0H 1L0,,,,,True,0dfb15e2-975e-4dea-bccc-d926632e3f29,2026-01-10T13:15:04.354323+00:00,excel_import
"Prairie Deva College Of Aromatherapy, Phytotherapy And Soul Tending",college,AB,Edmonton,7817-96 Street NW,T6C 4R4,(587) 591-1047,,https://www.albertaaromatherapy.com/,,True,07d3b436-d5a0-4e5d-a7cb-c6f1b5e7b261,2026-01-10T13:15:04.355035+00:00,excel_import
Prairie Institute Of Expressive Arts Therapy Ltd.,training_provider,AB,Calgary,1528 12th Avenue SW,T3C 0P9,(403) 618-2069,,http://pieat.ca/,"Education, Healthcare, Community, IT, Arts",True,281b45b8-0df7-4b78-bd15-55bec98a9389,2026-01-10T13:15:04.355617+00:00,excel_import
Prairie Trowel Trades Institute (Ptti),training_provider,AB,Edmonton,17307-106 Avenue NW,T5S 1E7,(800) 248-4823,,https://tradesecrets.alberta.ca/,"Education, Healthcare, Trades, IT",True,d8a21d65-91a7-404c-969f-94464ee73db2,2026-01-10T13:15:04.356158+00:00,excel_import
Prairie Western College Inc.,college,AB,Calgary,915 33 Street North East,T2A GT2,(403) 454-0948,information.pwc@gmail.com; student.pwc@gmail.com,https://www.prairiewestern.ca/,"Education, Healthcare, Business, IT",True,64a6072b-32ff-4302-a6ec-bc5e8a2f2356,2026-01-10T13:15:04.356817+00:00,excel_import
Cam Driver Education,training_provider,AB,Rocky View,254132- 84 Street NE,T1Z 0A7,(403) 389-1380,,http://www.pro-drivingschool.ca/,"Education, Healthcare, IT, Logistics",True,11dcc053-ee04-40cc-96bd-f03ed78e299f,2026-01-10T13:15:04.357402+00:00,excel_import
Professional Home Builders Institute Of Alberta,training_provider,AB,Calgary,301-30 Springborough Boulevard SW,T3H 0N9,(888) 325-9999,,https://www.phbi.ca/,"Education, Healthcare, Trades, IT, Arts",True,d29ae5a7-4d8d-4b5e-9dcd-43f0839f18d8,2026-01-10T13:15:04.357956+00:00,excel_import
